ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1094,18.466928,77.385005,12.0,-37.4,7.75,1.05,Negativno,Ne
1095,18.46185,77.377394,4.2,-44.0,6.85,2.58,Negativno,Ne
1096,18.481448,77.379132,14.7,-82.1,6.1,3.05,Negativno,Ne
1097,18.487604,77.414294,11.5,-59.8,6.33,5.83,Negativno,Ne
1098,18.496083,77.376353,4.3,-54.9,7.98,5.36,Pozitivno,Ne
1099,18.476122,77.38867,7.4,-44.9,6.92,2.2,Negativno,Ne
1100,18.466852,77.38771,7.0,-65.5,7.44,1.34,Negativno,Ne
1101,18.464322,77.390742,9.0,-60.8,7.15,5.63,Negativno,Ne
1102,18.494372,77.389679,4.3,-63.5,6.63,2.06,Negativno,Ne
1103,18.4822,77.386911,9.4,-61.5,7.3,4.81,Negativno,Ne
1104,18.474753,77.386183,8.5,-71.7,8.55,2.49,Negativno,Ne
1105,18.458481,77.392168,2.0,-49.2,7.05,3.08,Negativno,Ne
1106,18.466087,77.404437,4.0,-84.1,6.21,3.17,Negativno,Ne
1107,18.49129,77.382623,1.8,-40.4,7.64,0.47,Negativno,Ne
1108,18.469199,77.380009,14.1,-17.7,5.98,8.397998357952286,Pozitivno,Da
1109,18.491752,77.399435,8.5,-51.0,7.1,3.21,Negativno,Ne
1110,18.478756,77.402759,5.7,-35.0,7.36,5.41,Negativno,Ne
1111,18.493423,77.390634,12.0,-52.0,6.58,5.69,Negativno,Ne
1112,18.476496,77.396351,11.8,-44.2,7.46,4.33,Pozitivno,Ne
1113,18.478252,77.385766,3.7,-51.4,7.89,0.26,Negativno,Ne
1114,18.484984,77.397923,14.9,-39.8,7.37,1.96,Negativno,Ne
1115,18.492112,77.388113,13.8,-59.3,6.93,4.69,Negativno,Ne
1116,18.482585,77.396055,1.8,-42.1,7.48,0.23,Negativno,Da
1117,18.475664,77.380337,12.5,-54.5,7.61,2.29,Negativno,Ne
1118,18.487337,77.396838,14.8,-35.1,7.0,0.88,Negativno,Ne
1119,18.465057,77.398799,12.3,-53.2,7.9,5.94,Negativno,Ne
1120,18.478191,77.400933,13.4,-54.0,6.97,2.63,Negativno,Da
1121,18.481308,77.36955,1.6,-43.1,6.7,5.76,Negativno,Ne
1122,18.487726,77.392931,8.6,-7.9,6.08,8.824994142660074,Pozitivno,Da
1123,18.479392,77.397812,7.2,-61.0,6.54,1.24,Negativno,Ne
1124,18.474867,77.390004,9.6,-56.9,6.77,0.3,Negativno,Ne
1125,18.501615,77.408899,1.3,-56.3,7.0,4.5,Negativno,Ne
1126,18.484807,77.381297,8.6,-68.5,7.17,3.7,Negativno,Ne
1127,18.471355,77.371492,13.3,-67.9,6.73,3.77,Negativno,Ne
1128,18.468104,77.392101,3.1,-51.0,7.74,3.01,Negativno,Ne
1129,18.468082,77.377365,4.7,-64.5,6.44,3.78,Negativno,Ne
1130,18.487451,77.388368,0.3,-37.6,6.83,3.63,Negativno,Ne
1131,18.474597,77.414108,10.4,-40.8,6.54,0.62,Negativno,Ne
1132,18.473169,77.394006,8.8,-23.5,6.79,3.23,Negativno,Ne
1133,18.468479,77.390847,12.3,-38.7,6.76,5.16,Negativno,Da
1134,18.474967,77.387834,0.5,-60.1,6.81,3.64,Negativno,Ne
1135,18.478783,77.375675,11.9,-27.2,7.17,1.2,Negativno,Ne
1136,18.491023,77.377786,2.8,-64.1,7.2,3.84,Negativno,Ne
1137,18.479692,77.399639,1.6,-58.7,6.81,2.82,Negativno,Ne
1138,18.488567,77.396496,10.3,-60.8,6.7,3.41,Negativno,Ne
1139,18.481261,77.391626,4.4,-24.0,7.8,3.77,Negativno,Ne
1140,18.468649,77.37439,12.5,-59.3,6.85,2.17,Negativno,Ne
1141,18.478869,77.38728,14.7,-79.3,8.4,1.68,Negativno,Da
1142,18.484287,77.401149,7.5,-44.9,7.71,4.13,Negativno,Ne
1143,18.456986,77.379848,7.8,-45.9,7.66,2.93,Negativno,Ne
1144,18.479675,77.400194,12.5,-64.2,6.81,1.37,Negativno,Ne
1145,18.477849,77.38768,3.4,-34.0,6.22,3.7,Negativno,Ne
1146,18.484397,77.395671,1.4,-53.1,6.35,2.77,Negativno,Ne
1147,18.475811,77.400599,1.8,-49.7,6.89,3.33,Negativno,Ne
1148,18.490423,77.372934,9.6,-10.7,7.45,6.954497037055412,Pozitivno,Da
1149,18.475377,77.382979,12.4,-37.8,7.22,5.42,Negativno,Ne
1150,18.475134,77.364894,9.7,-45.9,5.83,5.1,Negativno,Ne
1151,18.468011,77.370768,14.2,-52.2,7.99,4.03,Negativno,Ne
1152,18.473944,77.390609,0.9,-61.9,6.36,1.96,Negativno,Ne
1153,18.475413,77.403158,7.8,-54.5,6.99,4.69,Negativno,Ne
1154,18.466345,77.387609,12.3,-61.9,6.93,2.69,Negativno,Ne
1155,18.459419,77.384134,5.2,-37.5,7.59,0.4,Negativno,Da
1156,18.493944,77.37572,1.7,-59.6,7.66,5.19,Negativno,Da
1157,18.477042,77.393995,12.4,-64.6,7.52,4.02,Negativno,Ne
1158,18.481946,77.395818,0.8,-70.1,6.86,2.27,Negativno,Ne
1159,18.489436,77.375822,0.9,-58.3,6.99,2.82,Negativno,Ne
1160,18.479059,77.39608,5.2,-46.9,7.6,2.31,Negativno,Ne
1161,18.48733,77.378602,14.7,-37.1,5.93,0.26,Negativno,Ne
1162,18.481444,77.384494,9.5,-42.4,6.53,4.79,Negativno,Ne
1163,18.492869,77.398136,8.7,-52.0,6.97,5.5,Pozitivno,Ne
1164,18.500271,77.375551,9.9,-33.6,6.7,2.77,Pozitivno,Ne
1165,18.485154,77.387112,7.5,-43.4,7.16,3.45,Pozitivno,Ne
1166,18.478961,77.396879,0.8,-35.5,6.86,2.42,Negativno,Ne
1167,18.476121,77.398953,6.6,-22.0,6.67,0.49,Negativno,Ne
1168,18.47835,77.392562,9.3,-47.7,7.35,2.44,Pozitivno,Da
1169,18.486286,77.378621,12.6,-41.4,7.26,0.2,Negativno,Ne
1170,18.494338,77.379753,6.0,-60.5,6.96,1.66,Negativno,Ne
1171,18.483602,77.389114,2.1,-43.1,7.16,4.6,Pozitivno,Ne
1172,18.471357,77.390565,1.2,-54.6,6.65,0.71,Negativno,Ne
1173,18.494922,77.386194,3.1,-34.0,6.42,0.95,Negativno,Ne
1174,18.485669,77.383519,12.7,-40.0,6.96,5.57,Negativno,Ne
1175,18.475552,77.38659,6.7,-43.7,6.87,4.96,Negativno,Ne
1176,18.496607,77.401777,1.7,-43.2,6.77,3.76,Negativno,Ne
1177,18.481172,77.374107,8.5,-50.4,7.32,1.43,Pozitivno,Ne
1178,18.472364,77.393765,4.5,-48.6,7.39,3.29,Negativno,Ne
1179,18.479542,77.383649,9.7,-56.3,7.13,5.04,Negativno,Ne
1180,18.468701,77.388717,1.0,-56.7,7.02,5.29,Pozitivno,Ne
1181,18.491524,77.41136,0.6,-23.5,7.43,4.76,Negativno,Ne
1182,18.480291,77.388862,10.2,-52.0,6.69,0.86,Pozitivno,Ne
1183,18.460464,77.392029,4.4,-48.3,7.13,4.93,Negativno,Ne
1184,18.49515,77.386391,12.0,-59.0,6.54,0.23,Negativno,Ne
1185,18.466053,77.38292,14.5,-63.4,7.35,4.57,Negativno,Ne
1186,18.474393,77.395242,2.8,-61.3,7.23,1.55,Negativno,Ne
1187,18.487043,77.39662,4.2,-59.6,6.37,1.57,Negativno,Ne
1188,18.49422,77.397911,11.2,-50.7,8.22,1.7,Negativno,Ne
1189,18.487303,77.397876,5.5,-53.4,6.69,2.89,Pozitivno,Ne
1190,18.474505,77.397624,6.6,-73.2,7.49,5.41,Negativno,Ne
1191,18.483424,77.384831,2.2,-39.9,6.72,2.24,Negativno,Ne
1192,18.477096,77.401071,5.4,-46.4,5.71,4.86,Negativno,Ne
1193,18.480067,77.386246,5.2,-30.2,7.14,0.33,Negativno,Ne
1194,18.484305,77.406083,11.4,-46.9,7.25,4.42,Negativno,Ne
1195,18.475185,77.393496,15.0,-58.0,7.3,3.71,Negativno,Da
1196,18.470887,77.392702,2.0,-58.6,7.88,4.25,Negativno,Ne
1197,18.47582,77.385531,2.4,-44.7,6.94,2.81,Negativno,Ne
1198,18.480184,77.383489,13.9,-69.7,6.3,0.81,Negativno,Ne
1199,18.478101,77.394078,8.9,-81.6,7.3,1.29,Negativno,Ne
1200,18.489399,77.389883,13.9,-42.7,6.33,5.93,Pozitivno,Ne
1201,18.473972,77.411393,1.1,-26.1,6.99,3.3,Negativno,Ne
1202,18.48242,77.380582,5.4,-59.4,7.46,1.77,Negativno,Ne
1203,18.478891,77.38888,13.1,-51.2,6.4,2.16,Pozitivno,Ne
1204,18.498447,77.377535,8.9,-98.9,7.25,2.3,Negativno,Ne
1205,18.484902,77.385455,0.5,-42.5,7.19,0.99,Negativno,Ne
1206,18.474624,77.398271,3.9,-70.2,7.34,3.72,Negativno,Ne
1207,18.485501,77.362723,5.3,-61.3,6.89,4.92,Negativno,Ne
1208,18.49422,77.381175,3.1,-50.6,7.3,3.48,Negativno,Ne
1209,18.479161,77.40796,14.4,-36.2,6.88,3.64,Negativno,Ne
1210,18.47282,77.386445,2.6,-55.0,6.16,3.51,Negativno,Ne
1211,18.491891,77.398372,2.1,-62.8,6.55,1.35,Pozitivno,Ne
1212,18.50637,77.382936,1.4,-62.7,6.92,2.56,Negativno,Ne
1213,18.486468,77.400466,2.3,-38.3,6.23,4.9,Negativno,Ne
1214,18.474245,77.383747,2.5,-61.8,6.54,5.25,Negativno,Ne
1215,18.490148,77.39484,4.9,-59.3,7.62,3.75,Negativno,Ne
1216,18.479741,77.375294,12.2,-38.3,7.12,5.88,Negativno,Ne
1217,18.488929,77.394707,9.0,-8.2,6.96,7.974994142660074,Pozitivno,Da
1218,18.47738,77.400429,14.0,-12.2,7.61,5.13,Negativno,Ne
1219,18.488659,77.390157,0.8,-48.9,8.05,2.38,Negativno,Ne
1220,18.471426,77.408034,12.2,-39.6,6.97,4.85,Negativno,Ne
1221,18.493268,77.36724,4.1,-53.5,7.54,2.02,Negativno,Ne
1222,18.469062,77.402611,11.8,-50.9,8.14,4.08,Negativno,Ne
1223,18.477926,77.398808,11.2,-38.7,7.1,3.76,Negativno,Ne
1224,18.478535,77.395867,11.2,-73.2,7.33,3.54,Negativno,Ne
1225,18.474948,77.391989,9.2,-53.5,5.48,3.54,Negativno,Ne
1226,18.483622,77.397363,14.8,-44.2,7.75,0.21,Negativno,Ne
1227,18.477418,77.406247,1.0,-63.8,6.83,0.38,Negativno,Ne
1228,18.476514,77.394748,9.6,-61.9,6.3,1.82,Negativno,Ne
1229,18.49227,77.412865,0.9,-71.0,6.24,4.22,Negativno,Ne
1230,18.4782,77.393304,10.0,-56.6,7.27,1.78,Negativno,Ne
1231,18.474822,77.386863,2.8,-48.1,7.11,3.41,Negativno,Ne
1232,18.489051,77.405177,3.3,-33.4,6.64,4.93,Negativno,Ne
1233,18.468075,77.391339,11.7,-26.5,6.93,5.64,Negativno,Ne
1234,18.485714,77.378678,1.2,-40.7,7.4,5.89,Negativno,Da
1235,18.478018,77.403837,8.4,-27.7,7.34,5.08,Negativno,Ne
1236,18.484578,77.389865,5.2,-52.5,7.49,0.95,Pozitivno,Ne
1237,18.458633,77.386138,10.4,-19.3,7.31,5.82,Negativno,Ne
1238,18.481024,77.390167,0.5,-34.4,7.53,0.94,Negativno,Ne
1239,18.473561,77.38096,1.2,-15.2,7.08,1.69,Negativno,Ne
1240,18.485231,77.377736,8.0,-72.0,7.01,5.55,Negativno,Ne
1241,18.486537,77.403422,1.4,-34.5,7.02,2.11,Pozitivno,Ne
1242,18.48528,77.394011,11.3,-45.1,7.42,4.46,Negativno,Da
1243,18.477795,77.382097,2.3,-60.0,6.88,0.94,Negativno,Ne
1244,18.484938,77.395574,12.6,-65.6,6.63,2.65,Negativno,Ne
1245,18.477634,77.393274,6.9,-47.2,7.33,0.71,Negativno,Ne
1246,18.480961,77.399128,13.4,-66.3,6.78,4.9,Negativno,Ne
1247,18.495494,77.403739,8.5,-43.1,6.77,3.64,Negativno,Ne
1248,18.48057,77.393698,5.0,-58.8,7.38,5.42,Negativno,Ne
1249,18.488691,77.397917,12.6,-43.3,7.54,1.54,Negativno,Ne
1250,18.47835,77.398005,12.1,-39.3,7.32,3.88,Negativno,Ne
1251,18.484269,77.391862,3.3,-62.9,7.04,1.52,Negativno,Ne
1252,18.482323,77.387516,0.5,-20.5,6.88,2.72,Negativno,Ne
1253,18.486229,77.398988,12.9,-27.6,7.14,4.56,Negativno,Ne
1254,18.486952,77.39211,12.6,-28.4,6.88,5.28,Negativno,Ne
1255,18.481614,77.380534,10.5,-70.4,7.02,2.04,Negativno,Ne
1256,18.468308,77.382366,14.9,-19.0,6.42,11.037998357952286,Pozitivno,Da
1257,18.506763,77.38736,8.0,-42.7,6.47,2.39,Negativno,Ne
1258,18.481987,77.405604,3.9,-44.4,6.72,4.14,Negativno,Ne
1259,18.49914,77.374725,1.8,-57.3,8.51,4.23,Negativno,Ne
1260,18.471368,77.393522,2.3,-47.1,7.01,5.51,Negativno,Ne
1261,18.482937,77.395613,9.9,-36.6,7.46,5.72,Negativno,Ne
1262,18.476453,77.381403,10.7,-75.2,6.98,2.57,Negativno,Ne
1263,18.48387,77.395589,8.9,-40.7,6.62,2.64,Negativno,Ne
1264,18.473662,77.388402,6.5,-39.1,7.35,2.44,Negativno,Ne
1265,18.479228,77.382013,0.8,-65.3,6.72,1.85,Negativno,Ne
1266,18.487638,77.385257,2.0,-29.8,7.51,1.26,Negativno,Ne
1267,18.457983,77.379551,11.6,-43.8,7.79,4.52,Negativno,Ne
1268,18.468783,77.406829,6.7,-76.7,7.45,4.13,Negativno,Ne
1269,18.473365,77.38103,7.7,-62.1,7.4,0.62,Negativno,Ne
1270,18.49078,77.405231,5.5,-68.5,7.42,5.53,Negativno,Ne
1271,18.468651,77.401039,6.2,-34.4,7.26,0.36,Negativno,Ne
1272,18.474125,77.373069,11.1,-58.9,7.21,5.82,Negativno,Ne
1273,18.465977,77.39813,7.1,-52.3,6.92,1.85,Negativno,Ne
1274,18.478648,77.361736,12.1,-55.6,6.57,0.55,Negativno,Ne
1275,18.489298,77.381943,1.5,-46.5,6.68,3.62,Negativno,Ne
1276,18.473472,77.399302,1.1,-45.4,7.92,3.87,Negativno,Ne
1277,18.476276,77.392631,1.4,-38.8,6.61,2.3,Negativno,Ne
1278,18.476955,77.389442,5.2,-47.4,6.85,4.08,Negativno,Da
1279,18.492268,77.387391,7.8,-26.4,7.04,2.7,Negativno,Ne
1280,18.50674,77.394532,1.9,-58.3,7.95,1.38,Negativno,Ne
1281,18.487643,77.381846,6.2,-28.7,7.14,2.58,Negativno,Ne
1282,18.475596,77.390773,10.7,-59.5,6.72,3.34,Negativno,Ne
1283,18.464275,77.388724,0.2,-73.3,6.42,0.19,Negativno,Ne
1284,18.464987,77.38465,8.7,-22.2,6.54,2.65,Negativno,Ne
1285,18.482345,77.380317,4.0,-51.3,7.94,4.65,Negativno,Ne
1286,18.475202,77.388722,11.7,-77.0,7.65,4.8,Negativno,Ne
1287,18.468837,77.388645,8.2,-42.8,6.18,5.54,Negativno,Ne
1288,18.486228,77.371606,3.6,-47.3,7.1,3.7,Pozitivno,Ne
1289,18.474798,77.397238,4.5,-36.2,6.16,3.64,Negativno,Ne
1290,18.477698,77.382762,7.5,-50.5,7.23,3.58,Negativno,Ne
1291,18.465298,77.393074,12.4,-65.3,6.62,0.84,Negativno,Ne
1292,18.470367,77.409124,2.8,-40.9,7.64,1.95,Negativno,Ne
1293,18.477702,77.398322,7.0,-41.5,7.23,4.73,Negativno,Ne
1294,18.489564,77.395951,1.0,-48.3,7.44,5.84,Negativno,Ne
1295,18.481249,77.387238,14.1,-54.3,7.44,1.07,Negativno,Ne
1296,18.481207,77.391181,12.2,-56.8,6.6,5.7,Negativno,Ne
1297,18.48444,77.399448,7.9,-34.0,7.31,1.16,Pozitivno,Ne
1298,18.482323,77.392805,11.0,-66.2,6.8,2.78,Negativno,Da
1299,18.500556,77.399712,11.5,-53.4,6.43,5.4,Negativno,Ne
1300,18.46762,77.395848,10.7,-56.2,7.35,3.39,Negativno,Ne
1301,18.46944,77.378492,0.5,-34.3,5.67,1.87,Negativno,Ne
1302,18.480771,77.383018,5.3,-50.7,6.89,4.61,Negativno,Da
1303,18.482545,77.39513,2.2,-34.5,7.21,2.41,Negativno,Ne
1304,18.483104,77.403673,2.9,-33.3,7.75,2.28,Negativno,Ne
1305,18.48133,77.405425,2.1,-38.4,7.02,0.87,Negativno,Ne
1306,18.477173,77.404413,12.3,-42.7,7.23,0.62,Negativno,Ne
1307,18.485238,77.392764,4.7,-59.0,6.74,4.51,Negativno,Ne
1308,18.474974,77.379993,14.7,-70.8,5.75,3.14,Negativno,Ne
1309,18.478373,77.381704,11.2,-49.3,7.46,0.7,Negativno,Ne
1310,18.484559,77.392147,12.6,-47.0,7.29,2.81,Negativno,Ne
1311,18.486096,77.382239,7.1,-44.2,7.91,4.7,Negativno,Ne
1312,18.479229,77.397967,13.6,-45.3,6.51,2.7,Negativno,Ne
1313,18.466078,77.385784,14.1,-77.7,7.0,4.58,Negativno,Ne
1314,18.505329,77.394907,7.1,-24.1,6.34,3.33,Negativno,Ne
1315,18.494761,77.391281,13.0,-68.4,8.1,0.37,Negativno,Ne
1316,18.467543,77.378899,2.1,-53.0,6.99,1.21,Negativno,Ne
1317,18.486428,77.400138,7.4,-21.1,5.95,0.47,Negativno,Ne
1318,18.486089,77.384698,11.5,-24.4,6.69,4.93,Negativno,Ne
1319,18.478784,77.391612,1.1,-41.4,6.56,5.55,Negativno,Ne
1320,18.470978,77.391831,9.7,-38.3,6.86,4.58,Negativno,Ne
1321,18.479154,77.388481,10.4,-44.2,6.86,3.96,Negativno,Ne
1322,18.481976,77.388467,10.7,-57.2,7.23,1.68,Negativno,Ne
1323,18.489234,77.399567,3.5,-66.5,7.93,1.54,Negativno,Ne
1324,18.487056,77.377344,14.0,-31.4,7.16,1.06,Negativno,Ne
1325,18.458205,77.405186,0.3,-55.4,6.4,4.02,Negativno,Ne
1326,18.475512,77.378698,0.3,-32.3,6.78,0.89,Negativno,Ne
1327,18.472206,77.383404,11.5,-35.9,7.31,5.08,Negativno,Ne
1328,18.474764,77.401362,7.1,-69.6,7.24,1.49,Negativno,Ne
1329,18.482599,77.379252,5.5,-40.8,6.02,1.46,Negativno,Ne
1330,18.493755,77.400107,13.0,-29.5,6.8,3.77,Negativno,Ne
1331,18.4894,77.385817,6.0,-54.7,7.48,2.75,Negativno,Ne
1332,18.468984,77.396099,6.5,-68.7,6.33,4.58,Negativno,Ne
1333,18.484214,77.377689,7.3,-60.8,7.56,2.58,Negativno,Ne
1334,18.486346,77.406047,3.9,-48.1,7.55,0.22,Negativno,Ne
1335,18.494085,77.394102,1.3,-35.0,6.95,4.91,Negativno,Ne
1336,18.493561,77.387729,7.1,-42.5,6.68,3.29,Negativno,Ne
1337,18.46765,77.38562,10.5,-51.5,7.1,2.86,Negativno,Ne
1338,18.476647,77.406542,12.7,-59.4,7.2,1.76,Negativno,Ne
1339,18.465735,77.385964,3.6,-17.9,7.28,5.26,Negativno,Ne
1340,18.471764,77.383992,8.9,-62.7,7.06,6.0,Negativno,Ne
1341,18.494735,77.382336,1.6,-70.8,6.32,2.7,Negativno,Ne
1342,18.470091,77.382803,5.2,-70.1,7.91,1.92,Negativno,Ne
1343,18.478097,77.383561,10.5,-74.8,6.52,0.42,Negativno,Da
1344,18.495042,77.393036,4.4,-33.3,6.44,4.5,Negativno,Ne
1345,18.475567,77.387583,13.1,-56.8,7.66,1.16,Pozitivno,Ne
1346,18.504552,77.406544,1.5,-54.8,7.17,4.2,Negativno,Ne
1347,18.478113,77.393572,1.7,-65.4,6.77,3.07,Negativno,Ne
1348,18.461128,77.384899,10.7,-52.1,7.39,4.05,Negativno,Ne
1349,18.481615,77.398173,8.5,-52.1,7.23,3.95,Pozitivno,Ne
1350,18.465493,77.389602,0.8,-55.3,6.8,0.22,Negativno,Ne
1351,18.471351,77.378684,1.2,-51.9,7.59,4.75,Pozitivno,Ne
1352,18.483404,77.373641,9.8,-31.5,7.54,1.16,Negativno,Ne
1353,18.472723,77.401745,10.3,-45.2,7.09,1.88,Negativno,Ne
1354,18.472885,77.385833,13.6,-66.2,6.8,4.58,Negativno,Ne
1355,18.473391,77.377831,1.9,-82.5,6.88,3.23,Negativno,Ne
1356,18.474517,77.401128,14.8,-55.8,6.4,2.98,Negativno,Ne
1357,18.480948,77.391951,11.8,-49.6,6.59,3.5,Negativno,Ne
1358,18.47735,77.390716,0.8,-66.6,7.42,5.83,Pozitivno,Ne
1359,18.487446,77.411502,4.6,-33.8,6.49,2.7,Negativno,Ne
1360,18.483929,77.39177,11.3,-56.3,7.14,2.34,Negativno,Ne
1361,18.466826,77.388389,3.8,-37.5,7.38,5.49,Negativno,Ne
1362,18.489368,77.387442,4.7,-53.3,7.47,2.09,Negativno,Ne
1363,18.492395,77.399635,7.4,-33.2,6.67,1.6,Negativno,Ne
1364,18.490097,77.388558,7.0,-47.3,6.88,4.96,Negativno,Da
1365,18.49139,77.393568,0.3,-42.6,7.09,4.25,Negativno,Ne
1366,18.483537,77.383944,14.8,-65.9,6.98,5.51,Negativno,Ne
1367,18.495576,77.381627,7.4,-48.7,7.71,3.99,Negativno,Ne
1368,18.485276,77.394167,5.7,-39.4,6.79,0.83,Negativno,Ne
1369,18.474419,77.405083,7.7,-34.4,7.88,3.29,Negativno,Ne
1370,18.487682,77.378256,10.8,-30.9,7.45,2.34,Negativno,Ne
1371,18.481212,77.374972,11.4,-29.3,6.39,4.84,Negativno,Ne
1372,18.48975,77.37999,11.3,-51.9,6.9,3.77,Negativno,Ne
1373,18.493246,77.396444,3.1,-82.8,7.43,4.05,Negativno,Ne
1374,18.49097,77.388439,13.9,-51.5,6.39,2.17,Negativno,Ne
1375,18.487938,77.395174,6.1,-11.3,7.11,5.5249941426600735,Pozitivno,Da
1376,18.480596,77.377104,5.1,-47.2,6.02,4.74,Negativno,Ne
1377,18.480934,77.39904,6.3,-25.8,6.82,2.74,Negativno,Ne
1378,18.487639,77.396069,13.4,-67.6,7.27,3.51,Negativno,Ne
1379,18.489766,77.386972,4.5,-50.4,7.24,2.97,Pozitivno,Ne
1380,18.483693,77.39352,3.6,-27.6,6.26,1.02,Negativno,Ne
1381,18.489419,77.378813,0.3,-29.5,7.42,5.11,Negativno,Ne
1382,18.47653,77.384344,12.7,-24.9,7.73,1.81,Negativno,Ne
1383,18.483502,77.396812,6.5,12.7,7.43,5.28,Pozitivno,Ne
1384,18.487795,77.383587,6.5,-57.4,7.09,0.6,Negativno,Ne
1385,18.470066,77.384617,1.8,-45.5,7.45,0.88,Negativno,Ne
1386,18.4818,77.396748,7.9,-62.5,7.16,2.16,Negativno,Ne
1387,18.484916,77.3897,7.1,-31.4,7.18,1.47,Negativno,Ne
1388,18.477365,77.390255,8.8,-59.1,5.84,2.71,Pozitivno,Ne
1389,18.49776,77.388911,11.7,-38.7,6.58,2.17,Negativno,Ne
1390,18.497651,77.380074,8.9,-48.5,7.83,4.07,Negativno,Ne
1391,18.4794,77.394482,3.5,-46.1,6.69,4.16,Negativno,Ne
1392,18.476525,77.377834,0.1,-17.4,6.74,2.6,Negativno,Ne
1393,18.483665,77.386379,14.4,-73.5,7.22,3.35,Negativno,Ne
1394,18.480174,77.395446,6.5,-35.0,6.65,4.39,Negativno,Ne
1395,18.487227,77.381149,12.0,-16.6,6.85,1.17,Negativno,Ne
1396,18.485577,77.404806,8.8,-63.7,7.29,4.44,Negativno,Ne
1397,18.479796,77.389476,3.1,-25.5,7.61,2.26,Negativno,Ne
1398,18.471688,77.379471,0.3,-49.9,6.84,3.21,Negativno,Ne
1399,18.488138,77.38659,9.2,-48.8,7.97,4.66,Negativno,Ne
1400,18.490308,77.388588,6.2,-33.3,6.86,0.19,Negativno,Ne
1401,18.476544,77.382761,4.0,-71.7,7.04,3.1,Negativno,Ne
1402,18.480424,77.398275,5.2,-43.1,6.85,2.49,Negativno,Ne
1403,18.479168,77.371909,10.8,-80.7,7.35,4.39,Negativno,Ne
1404,18.484653,77.391626,2.8,-55.0,7.34,1.66,Negativno,Ne
1405,18.488602,77.377666,9.8,-37.8,6.94,0.16,Negativno,Ne
1406,18.481686,77.39924,9.3,-38.3,7.1,4.19,Negativno,Ne
1407,18.467342,77.392316,0.2,-68.8,7.12,5.81,Negativno,Ne
1408,18.482675,77.407369,3.4,-56.4,7.05,2.41,Negativno,Ne
1409,18.468088,77.388673,8.5,-42.2,7.25,3.74,Negativno,Ne
1410,18.490632,77.386927,12.4,-74.0,7.69,4.96,Pozitivno,Ne
1411,18.469083,77.401401,14.7,-46.3,6.71,1.58,Negativno,Ne
1412,18.461468,77.384711,1.7,-31.1,6.57,3.33,Negativno,Ne
1413,18.483433,77.387518,7.2,-43.0,7.0,5.89,Negativno,Ne
1414,18.4804,77.375273,4.7,-37.4,6.09,1.25,Negativno,Ne
1415,18.483255,77.407691,12.1,-96.9,6.47,1.39,Negativno,Ne
1416,18.472261,77.377663,11.4,-67.4,8.0,4.19,Negativno,Ne
1417,18.486679,77.39836,10.4,-37.7,7.0,2.79,Negativno,Ne
1418,18.486698,77.397857,4.2,-78.8,6.9,0.43,Negativno,Ne
1419,18.455981,77.40681,8.4,-50.5,7.1,5.79,Negativno,Ne
1420,18.485644,77.390609,14.8,-56.4,6.31,3.14,Negativno,Ne
1421,18.490811,77.389442,9.5,-41.8,7.05,1.67,Negativno,Ne
1422,18.489827,77.403146,6.9,-35.2,6.55,4.77,Negativno,Ne
1423,18.48142,77.389763,0.8,-56.8,7.0,3.16,Negativno,Ne
1424,18.500719,77.385666,5.4,-43.1,7.28,0.6,Negativno,Ne
1425,18.487467,77.36665,1.9,-59.1,7.07,1.02,Negativno,Ne
1426,18.478772,77.387693,3.7,-73.9,6.46,1.69,Negativno,Ne
1427,18.483297,77.385522,8.3,-68.7,6.29,4.9,Negativno,Ne
1428,18.503065,77.405814,1.4,-42.7,6.84,3.95,Negativno,Ne
1429,18.484994,77.39517,13.3,-57.0,6.6,1.87,Negativno,Ne
1430,18.490536,77.378322,8.5,-39.8,6.6,5.28,Pozitivno,Ne
1431,18.475264,77.399519,9.4,-36.2,7.75,5.62,Negativno,Ne
1432,18.467086,77.380537,0.6,-16.1,7.28,9.367998357952285,Pozitivno,Da
1433,18.472582,77.387877,8.9,-41.1,5.82,2.67,Negativno,Ne
1434,18.486766,77.38946,11.4,-52.2,6.82,2.91,Negativno,Ne
1435,18.452675,77.386926,2.4,-73.4,7.01,0.1,Negativno,Da
1436,18.477189,77.400019,7.3,-56.5,7.11,2.67,Negativno,Ne
1437,18.463999,77.382574,8.2,-26.9,6.68,1.08,Negativno,Ne
1438,18.483434,77.379812,3.6,-73.8,6.92,2.6,Negativno,Ne
1439,18.487044,77.374443,12.7,-47.8,7.39,2.6,Negativno,Ne
1440,18.49168,77.385181,6.6,-33.8,6.63,4.26,Negativno,Ne
1441,18.481902,77.385683,7.2,-46.4,7.7,2.35,Negativno,Ne
1442,18.475748,77.402688,2.4,-44.5,7.18,3.57,Negativno,Ne
1443,18.471453,77.383326,8.8,-58.7,5.95,3.77,Negativno,Ne
1444,18.461028,77.375797,9.8,-66.3,6.48,5.42,Negativno,Ne
1445,18.470648,77.403105,0.5,-88.1,7.47,1.19,Negativno,Ne
1446,18.485099,77.383574,2.9,-28.0,6.92,2.05,Negativno,Ne
1447,18.477456,77.403765,11.8,-33.7,8.06,3.72,Negativno,Ne
